Step,Hip_X,Hip_Z,Target_X,Target_Z
0,0,0,8.8,0
1,-0.011261,0.00100485,8.8,0
2,-0.0176719,0.003090734,8.8,0
3,-0.01928203,0.003466911,8.8,0
4,-0.01936612,0.003973783,8.8,0
5,-0.02092998,0.008000078,8.8,0
6,-0.02283426,0.01232619,8.8,0
7,-0.02188504,0.0157003,8.8,0
8,-0.01951238,0.01659623,8.8,0
9,-0.0185297,0.01822737,8.8,0
10,-0.01444513,0.02053822,8.8,0
11,-0.009086797,0.01986531,8.8,0
12,-0.00489743,0.01618022,8.8,0
13,0.004134763,0.01115363,8.8,0
14,0.01217825,0.005501291,8.8,0
15,0.02155455,-0.002124696,8.8,0
16,0.03040426,-0.01171648,8.8,0
17,0.03743546,-0.02131165,8.8,0
18,0.04517194,-0.03173488,8.8,0
19,0.05001942,-0.04177051,8.8,0
20,0.05502411,-0.05164735,8.8,0
21,0.06392176,-0.06022451,8.8,0
22,0.07331476,-0.0680311,8.8,0
23,0.0823131,-0.07692285,8.8,0
24,0.09745548,-0.08494746,8.8,0
25,0.1119626,-0.09224988,8.8,0
26,0.1262016,-0.09877516,8.8,0
27,0.1400962,-0.1044514,8.8,0
28,0.1520747,-0.1103866,8.8,0
29,0.1669447,-0.1148111,8.8,0
30,0.1813445,-0.1201999,8.8,0
31,0.1943352,-0.1259654,8.8,0
32,0.2088801,-0.1316468,8.8,0
33,0.2233187,-0.1390466,8.8,0
34,0.240236,-0.1465864,8.8,0
35,0.2590575,-0.1531368,8.8,0
36,0.2781665,-0.1580124,8.8,0
37,0.2949666,-0.1629631,8.8,0
38,0.3133543,-0.1677016,8.8,0
39,0.3299126,-0.1720466,8.8,0
40,0.35074,-0.1765542,8.8,0
41,0.3737623,-0.1827328,8.8,0
42,0.398925,-0.1873944,8.8,0
43,0.4239778,-0.1906691,8.8,0
44,0.4484389,-0.194712,8.8,0
45,0.4719697,-0.1976635,8.8,0
46,0.4943273,-0.1990872,8.8,0
47,0.5119827,-0.2004656,8.8,0
48,0.5315899,-0.2019699,8.8,0
49,0.5531843,-0.2051671,8.8,0
50,0.5747814,-0.2064106,8.8,0
51,0.599092,-0.209854,8.8,0
52,0.6267983,-0.2134481,8.8,0
53,0.6564566,-0.2185546,8.8,0
54,0.6847451,-0.224725,8.8,0
55,0.7147404,-0.2334699,8.8,0
56,0.7453776,-0.2400978,8.8,0
57,0.7707169,-0.2483164,8.8,0
58,0.7976919,-0.2583206,8.8,0
59,0.8265928,-0.271476,8.8,0
60,0.8555303,-0.2846084,8.8,0
61,0.8814706,-0.2974727,8.8,0
62,0.9059483,-0.3104458,8.8,0
63,0.9292313,-0.3228689,8.8,0
64,0.9527795,-0.3355334,8.8,0
65,0.9760206,-0.3463845,8.8,0
66,0.9984553,-0.3590455,8.8,0
67,1.025033,-0.3744157,8.8,0
68,1.045616,-0.3888429,8.8,0
69,1.068406,-0.4023247,8.8,0
70,1.093003,-0.4145682,8.8,0
71,1.114858,-0.4250978,8.8,0
72,1.139631,-0.4349102,8.8,0
73,1.162304,-0.4433937,8.8,0
74,1.180267,-0.4497372,8.8,0
75,1.199527,-0.4579569,8.8,0
76,1.221046,-0.4658226,8.8,0
77,1.242194,-0.4704874,8.8,0
78,1.267682,-0.4762248,8.8,0
79,1.292363,-0.4817672,8.8,0
80,1.311051,-0.4849854,8.8,0
81,1.329804,-0.4901882,8.8,0
82,1.352332,-0.4957685,8.8,0
83,1.375947,-0.5007166,8.8,0
84,1.400735,-0.5062085,8.8,0
85,1.426434,-0.5135144,8.8,0
86,1.450298,-0.5202918,8.8,0
87,1.471941,-0.5255934,8.8,0
88,1.494006,-0.5324525,8.8,0
89,1.520445,-0.5383675,8.8,0
90,1.54784,-0.5431374,8.8,0
91,1.577024,-0.5472128,8.8,0
92,1.606912,-0.5528506,8.8,0
93,1.637443,-0.5561126,8.8,0
94,1.668588,-0.5582404,8.8,0
95,1.696706,-0.5599374,8.8,0
96,1.724388,-0.5621032,8.8,0
97,1.749605,-0.5637118,8.8,0
98,1.772893,-0.565743,8.8,0
99,1.796263,-0.5694945,8.8,0
100,1.821536,-0.57317,8.8,0
101,1.848924,-0.5769483,8.8,0
102,1.877183,-0.5786116,8.8,0
103,1.907444,-0.578836,8.8,0
104,1.937881,-0.5786333,8.8,0
105,1.966777,-0.5788699,8.8,0
106,1.993939,-0.5791709,8.8,0
107,2.021367,-0.5811625,8.8,0
108,2.046841,-0.583788,8.8,0
109,2.07289,-0.5879242,8.8,0
110,2.100639,-0.5937183,8.8,0
111,2.128893,-0.6006103,8.8,0
112,2.156871,-0.6082761,8.8,0
113,2.18394,-0.6168863,8.8,0
114,2.211949,-0.6262296,8.8,0
115,2.242398,-0.6376761,8.8,0
116,2.271776,-0.6484674,8.8,0
117,2.302382,-0.6601988,8.8,0
118,2.330311,-0.6715119,8.8,0
119,2.354386,-0.6812128,8.8,0
120,2.381511,-0.6918218,8.8,0
121,2.411097,-0.7029594,8.8,0
122,2.439336,-0.7148349,8.8,0
123,2.467582,-0.7243237,8.8,0
124,2.492283,-0.7339203,8.8,0
125,2.513813,-0.7447776,8.8,0
126,2.534979,-0.7532538,8.8,0
127,2.560122,-0.759781,8.8,0
128,2.582613,-0.7669092,8.8,0
