Step,Hip_X,Hip_Z,Target_X,Target_Z
0,0,-1,11,0
1,-0.004792043,-0.9997863,11,0
2,-0.006155036,-1.001952,11,0
3,-0.004767906,-1.004991,11,0
4,-0.00229218,-1.005444,11,0
5,0.002342325,-1.004112,11,0
6,0.002623335,-1.002246,11,0
7,0.002935108,-1.000058,11,0
8,-0.000185485,-0.9989128,11,0
9,-0.0009402258,-0.9970648,11,0
10,-0.0004664454,-0.9969315,11,0
11,0.004068414,-0.9934886,11,0
12,0.009258542,-0.9892799,11,0
13,0.01179822,-0.9847104,11,0
14,0.01691724,-0.9817379,11,0
15,0.01941762,-0.9789323,11,0
16,0.02107843,-0.9706137,11,0
17,0.02392737,-0.9695939,11,0
18,0.02836571,-0.9686445,11,0
19,0.03778007,-0.9636819,11,0
20,0.04397279,-0.9566619,11,0
21,0.04994533,-0.9522483,11,0
22,0.05911405,-0.9492996,11,0
23,0.07171343,-0.9460028,11,0
24,0.08222767,-0.9416072,11,0
25,0.09446169,-0.9406458,11,0
26,0.1056864,-0.9417887,11,0
27,0.1182691,-0.9391619,11,0
28,0.1351917,-0.9409035,11,0
29,0.1527976,-0.9425725,11,0
30,0.1679179,-0.9451804,11,0
31,0.1820259,-0.9461927,11,0
32,0.1964119,-0.950013,11,0
33,0.2117147,-0.9553184,11,0
34,0.2286914,-0.9608254,11,0
35,0.2467748,-0.9656699,11,0
36,0.2695342,-0.9717186,11,0
37,0.2897405,-0.9768127,11,0
38,0.3060535,-0.9823595,11,0
39,0.3258331,-0.9889832,11,0
40,0.3477655,-0.9939173,11,0
41,0.3665915,-0.9991602,11,0
42,0.39173,-1.006386,11,0
43,0.4179462,-1.011226,11,0
44,0.4394639,-1.014005,11,0
45,0.4635146,-1.0173,11,0
46,0.4837545,-1.018025,11,0
47,0.5031297,-1.019508,11,0
48,0.5259494,-1.020394,11,0
49,0.5452036,-1.018754,11,0
50,0.5644152,-1.018752,11,0
51,0.5836152,-1.023106,11,0
52,0.602194,-1.023283,11,0
53,0.6241367,-1.024167,11,0
54,0.6451489,-1.02531,11,0
55,0.6630874,-1.025962,11,0
56,0.6843356,-1.027254,11,0
57,0.7089501,-1.02827,11,0
58,0.7330437,-1.027122,11,0
59,0.7533693,-1.025329,11,0
60,0.7792303,-1.021584,11,0
61,0.8083053,-1.015731,11,0
62,0.8373899,-1.010692,11,0
63,0.8627455,-1.004621,11,0
64,0.8890807,-1.002185,11,0
65,0.9213582,-0.9970356,11,0
66,0.9520903,-0.9925646,11,0
67,0.9743955,-0.9886008,11,0
68,0.9955201,-0.9876511,11,0
69,1.02206,-0.9834834,11,0
70,1.051918,-0.9767602,11,0
71,1.078792,-0.97199,11,0
72,1.108431,-0.9642663,11,0
73,1.134946,-0.9552358,11,0
74,1.161912,-0.9453793,11,0
75,1.188418,-0.9395124,11,0
76,1.21382,-0.9334165,11,0
77,1.23919,-0.9299611,11,0
78,1.260176,-0.9290814,11,0
79,1.286985,-0.927415,11,0
80,1.318427,-0.9256904,11,0
81,1.349774,-0.9221674,11,0
82,1.379594,-0.9212601,11,0
83,1.413257,-0.9237123,11,0
84,1.444636,-0.9264799,11,0
85,1.474566,-0.9274849,11,0
86,1.504588,-0.9295384,11,0
87,1.532881,-0.9313805,11,0
88,1.565235,-0.9344279,11,0
89,1.600758,-0.9380313,11,0
90,1.639791,-0.9433703,11,0
91,1.677073,-0.948074,11,0
92,1.708614,-0.9514565,11,0
93,1.739896,-0.9536155,11,0
94,1.772823,-0.9557329,11,0
95,1.802073,-0.9556972,11,0
96,1.829533,-0.9560584,11,0
97,1.854703,-0.9562778,11,0
98,1.876762,-0.9579058,11,0
99,1.905157,-0.9622461,11,0
100,1.929586,-0.9613309,11,0
101,1.953055,-0.9615639,11,0
102,1.975567,-0.9597777,11,0
103,1.998889,-0.9566844,11,0
104,2.016695,-0.9558892,11,0
105,2.041647,-0.9515144,11,0
106,2.07117,-0.9447016,11,0
107,2.098644,-0.939537,11,0
108,2.12619,-0.9345929,11,0
109,2.147776,-0.9325459,11,0
110,2.167546,-0.9316871,11,0
111,2.188725,-0.9286731,11,0
112,2.217392,-0.9284044,11,0
113,2.240472,-0.9263762,11,0
