Step,Hip_X,Hip_Z,Target_X,Target_Z
0,0,-1,11,0
1,-0.011063,-0.9972761,11,0
2,-0.01337582,-0.9997937,11,0
3,-0.01532007,-1.000893,11,0
4,-0.01298294,-1.001053,11,0
5,-0.007857878,-1.00119,11,0
6,-0.006322436,-0.9996211,11,0
7,-0.001319028,-0.9955858,11,0
8,0.00328064,-0.9903446,11,0
9,0.008762846,-0.9897875,11,0
10,0.01101703,-0.9873225,11,0
11,0.01060198,-0.9865963,11,0
12,0.01111439,-0.9839971,11,0
13,0.01028458,-0.9809279,11,0
14,0.01201659,-0.9781781,11,0
15,0.01147576,-0.9748083,11,0
16,0.01691043,-0.9718425,11,0
17,0.02592003,-0.9698606,11,0
18,0.0327472,-0.9672646,11,0
19,0.03783375,-0.9663025,11,0
20,0.04414058,-0.9653815,11,0
21,0.05243495,-0.9645913,11,0
22,0.05903096,-0.9647608,11,0
23,0.06334074,-0.9657091,11,0
24,0.06851403,-0.9671754,11,0
25,0.07654817,-0.9689984,11,0
26,0.08655252,-0.9702712,11,0
27,0.09713071,-0.9730204,11,0
28,0.1056048,-0.9776043,11,0
29,0.1165017,-0.9831213,11,0
30,0.1311508,-0.9889383,11,0
31,0.1477416,-0.9992659,11,0
32,0.1647294,-1.010643,11,0
33,0.1834649,-1.021131,11,0
34,0.2008715,-1.027129,11,0
35,0.2162228,-1.03342,11,0
36,0.2314672,-1.040373,11,0
37,0.2441409,-1.045893,11,0
38,0.2606799,-1.056899,11,0
39,0.2753466,-1.06567,11,0
40,0.2845616,-1.071838,11,0
41,0.3016584,-1.082887,11,0
42,0.3173369,-1.093825,11,0
43,0.3370018,-1.100703,11,0
44,0.3518763,-1.105042,11,0
45,0.3662751,-1.104286,11,0
46,0.3788148,-1.103515,11,0
47,0.3892496,-1.106995,11,0
48,0.4047374,-1.107396,11,0
49,0.418305,-1.106689,11,0
50,0.4370691,-1.10809,11,0
51,0.4508544,-1.114788,11,0
52,0.4652071,-1.120617,11,0
53,0.4765719,-1.122985,11,0
54,0.4929619,-1.126534,11,0
55,0.5097932,-1.129945,11,0
56,0.5274036,-1.132454,11,0
57,0.5470682,-1.132076,11,0
58,0.5690908,-1.131678,11,0
59,0.5943848,-1.129796,11,0
60,0.617521,-1.126126,11,0
61,0.6417999,-1.120034,11,0
62,0.6648843,-1.116166,11,0
63,0.6864277,-1.114696,11,0
64,0.7114183,-1.112654,11,0
65,0.7354381,-1.108215,11,0
66,0.7584359,-1.102216,11,0
67,0.7857972,-1.096604,11,0
68,0.8085763,-1.093135,11,0
69,0.8318573,-1.085002,11,0
70,0.8486547,-1.074139,11,0
71,0.8677047,-1.067212,11,0
72,0.8960211,-1.059849,11,0
73,0.9274697,-1.056165,11,0
74,0.9567339,-1.051602,11,0
75,0.9844878,-1.050016,11,0
76,1.010455,-1.046641,11,0
77,1.03532,-1.042719,11,0
78,1.062393,-1.038454,11,0
79,1.088516,-1.035325,11,0
80,1.114115,-1.034321,11,0
81,1.141108,-1.03134,11,0
82,1.1752,-1.031501,11,0
83,1.207249,-1.032699,11,0
84,1.237086,-1.034787,11,0
85,1.265781,-1.035799,11,0
86,1.293911,-1.037371,11,0
87,1.325678,-1.038971,11,0
88,1.361415,-1.045364,11,0
89,1.398745,-1.049606,11,0
90,1.430497,-1.053936,11,0
91,1.462615,-1.054805,11,0
92,1.489336,-1.056933,11,0
93,1.516418,-1.058192,11,0
94,1.545871,-1.056966,11,0
95,1.565386,-1.059017,11,0
96,1.587529,-1.061794,11,0
97,1.610261,-1.065143,11,0
98,1.629619,-1.062717,11,0
99,1.658216,-1.06056,11,0
100,1.678052,-1.057937,11,0
101,1.698085,-1.05366,11,0
102,1.723463,-1.050002,11,0
103,1.751951,-1.045009,11,0
104,1.775067,-1.042387,11,0
105,1.798549,-1.037656,11,0
106,1.824206,-1.032283,11,0
107,1.844106,-1.028601,11,0
108,1.868326,-1.024992,11,0
109,1.896813,-1.018262,11,0
110,1.917367,-1.016498,11,0
111,1.942856,-1.011075,11,0
112,1.972781,-1.002988,11,0
113,2.003021,-0.9955891,11,0
114,2.036407,-0.9852805,11,0
115,2.068928,-0.9804254,11,0
116,2.098224,-0.9739007,11,0
117,2.124385,-0.9670683,11,0
118,2.152368,-0.9571747,11,0
119,2.180402,-0.9505531,11,0
120,2.20908,-0.9396933,11,0
121,2.235641,-0.9316558,11,0
122,2.26368,-0.9192422,11,0
123,2.287441,-0.9124516,11,0
124,2.311681,-0.9036099,11,0
125,2.337684,-0.8946971,11,0
126,2.364665,-0.8865168,11,0
127,2.391965,-0.8830544,11,0
128,2.422324,-0.8796278,11,0
129,2.454444,-0.8762438,11,0
130,2.479844,-0.870233,11,0
131,2.507504,-0.8627294,11,0
132,2.537358,-0.8638095,11,0
133,2.571113,-0.8651163,11,0
134,2.605612,-0.8648328,11,0
135,2.638009,-0.8651237,11,0
136,2.666223,-0.8676344,11,0
137,2.694153,-0.8717543,11,0
138,2.731389,-0.8725973,11,0
139,2.761714,-0.8742687,11,0
140,2.793697,-0.8753617,11,0
141,2.82422,-0.8762489,11,0
142,2.862924,-0.8775162,11,0
143,2.900671,-0.8791456,11,0
144,2.931809,-0.8831305,11,0
145,2.957891,-0.8857707,11,0
146,2.986762,-0.888206,11,0
147,3.015525,-0.8917232,11,0
148,3.039134,-0.8902001,11,0
149,3.062683,-0.8868453,11,0
150,3.084755,-0.8868869,11,0
151,3.109019,-0.8857636,11,0
152,3.136364,-0.8857299,11,0
153,3.161226,-0.8862926,11,0
154,3.184087,-0.8882465,11,0
155,3.211694,-0.8842114,11,0
156,3.2391,-0.881996,11,0
157,3.261671,-0.8829594,11,0
158,3.289814,-0.8782244,11,0
159,3.318484,-0.8743434,11,0
160,3.34349,-0.8717549,11,0
161,3.369013,-0.8703144,11,0
162,3.397106,-0.8664408,11,0
163,3.424579,-0.8639848,11,0
164,3.457768,-0.8576038,11,0
165,3.485634,-0.8503336,11,0
166,3.510452,-0.8459255,11,0
167,3.53898,-0.8411889,11,0
168,3.570529,-0.8348204,11,0
169,3.602317,-0.8278823,11,0
170,3.633027,-0.8216401,11,0
171,3.667366,-0.814063,11,0
172,3.700543,-0.8082483,11,0
173,3.726341,-0.7973458,11,0
174,3.752106,-0.7887264,11,0
175,3.779833,-0.7796079,11,0
176,3.803861,-0.7688445,11,0
177,3.829506,-0.7604553,11,0
178,3.856996,-0.7535446,11,0
179,3.884202,-0.7467355,11,0
180,3.912749,-0.7376688,11,0
181,3.941006,-0.7321055,11,0
182,3.969985,-0.7285233,11,0
183,4.003085,-0.7238823,11,0
184,4.031122,-0.7197486,11,0
185,4.056081,-0.7154922,11,0
186,4.087544,-0.7139962,11,0
187,4.121705,-0.7144866,11,0
188,4.153096,-0.7149864,11,0
189,4.184848,-0.7164468,11,0
190,4.216319,-0.719632,11,0
191,4.246448,-0.7207841,11,0
192,4.27932,-0.7242265,11,0
193,4.311821,-0.7271553,11,0
194,4.34564,-0.7310743,11,0
195,4.380123,-0.7357057,11,0
196,4.412773,-0.7406827,11,0
197,4.446977,-0.7449507,11,0
198,4.477262,-0.7479187,11,0
199,4.508373,-0.7490497,11,0
200,4.537274,-0.7515818,11,0
201,4.566237,-0.7520334,11,0
202,4.592346,-0.7489079,11,0
203,4.616585,-0.7484037,11,0
204,4.63954,-0.7481206,11,0
205,4.665332,-0.7459848,11,0
206,4.693242,-0.7406026,11,0
207,4.721731,-0.738608,11,0
208,4.747779,-0.7349672,11,0
209,4.77035,-0.7275494,11,0
210,4.796007,-0.7216867,11,0
