Step,Hip_X,Hip_Z,Target_X,Target_Z
0,0,0,8.8,0
1,-0.009166889,0.001591326,8.8,0
2,-0.01312972,0.003150338,8.8,0
3,-0.0169512,0.003880906,8.8,0
4,-0.0169729,0.005349836,8.8,0
5,-0.01301235,0.005026857,8.8,0
6,-0.01235719,0.00531123,8.8,0
7,-0.01222368,0.004911837,8.8,0
8,-0.004935383,0.007202567,8.8,0
9,0.0003607022,0.006227942,8.8,0
10,0.005771442,0.006081315,8.8,0
11,0.008631578,0.007083044,8.8,0
12,0.008367201,0.004362261,8.8,0
13,0.009611905,0.002663369,8.8,0
14,0.01490998,0.005776583,8.8,0
15,0.01585656,0.005990812,8.8,0
16,0.01303324,0.006014303,8.8,0
17,0.02143356,0.0028456,8.8,0
18,0.02915215,0.003303003,8.8,0
19,0.0350736,0.002877672,8.8,0
20,0.04109057,0.002722015,8.8,0
21,0.0488077,0.0003084266,8.8,0
22,0.06101592,-0.004266464,8.8,0
23,0.07355571,-0.007115483,8.8,0
24,0.08640513,-0.01370483,8.8,0
25,0.1000482,-0.02186439,8.8,0
26,0.1128332,-0.02874778,8.8,0
27,0.1257986,-0.03751036,8.8,0
28,0.1361517,-0.04687664,8.8,0
29,0.1495596,-0.05780119,8.8,0
30,0.1613819,-0.06801333,8.8,0
31,0.1769429,-0.07726967,8.8,0
32,0.1906574,-0.08526734,8.8,0
33,0.2015375,-0.09364729,8.8,0
34,0.2135663,-0.1039891,8.8,0
35,0.2267755,-0.1113055,8.8,0
36,0.2370923,-0.1171051,8.8,0
37,0.2475286,-0.1264517,8.8,0
38,0.2579045,-0.1363266,8.8,0
39,0.2723461,-0.1426937,8.8,0
40,0.2888772,-0.1500073,8.8,0
41,0.3049533,-0.1554457,8.8,0
42,0.3162195,-0.1562909,8.8,0
43,0.3248443,-0.1601059,8.8,0
44,0.3344058,-0.1652281,8.8,0
45,0.350108,-0.170367,8.8,0
46,0.3656514,-0.1748359,8.8,0
47,0.3802218,-0.1745129,8.8,0
48,0.3899537,-0.1761268,8.8,0
49,0.3998127,-0.1797642,8.8,0
50,0.4179371,-0.1828803,8.8,0
51,0.4342976,-0.1884299,8.8,0
52,0.4497376,-0.1940316,8.8,0
53,0.4657345,-0.1966613,8.8,0
54,0.4864699,-0.1993775,8.8,0
55,0.5088035,-0.2032546,8.8,0
56,0.5328359,-0.2049481,8.8,0
57,0.5611278,-0.2032982,8.8,0
58,0.5858102,-0.2033264,8.8,0
59,0.6081438,-0.2043437,8.8,0
60,0.6342953,-0.2056398,8.8,0
61,0.6630208,-0.2076441,8.8,0
62,0.6913083,-0.207322,8.8,0
63,0.7199519,-0.2064138,8.8,0
64,0.7452478,-0.2053962,8.8,0
65,0.7676592,-0.202033,8.8,0
66,0.7941354,-0.1988678,8.8,0
67,0.8184851,-0.1978262,8.8,0
68,0.8414766,-0.194629,8.8,0
69,0.8675715,-0.1950123,8.8,0
70,0.8929764,-0.1961376,8.8,0
71,0.919368,-0.1912827,8.8,0
72,0.9453896,-0.1856593,8.8,0
73,0.9696496,-0.1837587,8.8,0
74,0.995411,-0.179924,8.8,0
75,1.023863,-0.1769483,8.8,0
76,1.049917,-0.1772434,8.8,0
77,1.077471,-0.1800452,8.8,0
78,1.110384,-0.1855147,8.8,0
79,1.14576,-0.1889808,8.8,0
80,1.181119,-0.1925358,8.8,0
81,1.212941,-0.1964889,8.8,0
82,1.240591,-0.2019063,8.8,0
83,1.268857,-0.206581,8.8,0
84,1.303107,-0.2123226,8.8,0
85,1.334958,-0.2178685,8.8,0
86,1.368401,-0.2246628,8.8,0
87,1.404401,-0.2279771,8.8,0
88,1.439659,-0.2315397,8.8,0
89,1.476471,-0.2389501,8.8,0
90,1.510236,-0.2441828,8.8,0
91,1.539027,-0.2470486,8.8,0
92,1.569282,-0.2509471,8.8,0
93,1.596217,-0.2580779,8.8,0
94,1.625093,-0.2621908,8.8,0
95,1.649046,-0.2649574,8.8,0
96,1.671809,-0.2662145,8.8,0
97,1.698328,-0.2668719,8.8,0
98,1.723955,-0.2649963,8.8,0
99,1.747389,-0.2684771,8.8,0
100,1.773046,-0.2712449,8.8,0
101,1.800651,-0.2696712,8.8,0
102,1.825888,-0.269642,8.8,0
103,1.848167,-0.2686662,8.8,0
104,1.876337,-0.2647241,8.8,0
105,1.90129,-0.2627448,8.8,0
106,1.9269,-0.2625217,8.8,0
107,1.953521,-0.26029,8.8,0
108,1.976066,-0.2580793,8.8,0
109,2.002634,-0.2535921,8.8,0
110,2.029407,-0.2510401,8.8,0
111,2.057643,-0.2456356,8.8,0
112,2.085363,-0.2385557,8.8,0
113,2.113016,-0.230715,8.8,0
114,2.148638,-0.2247886,8.8,0
115,2.177934,-0.2187597,8.8,0
116,2.208367,-0.2107302,8.8,0
117,2.235369,-0.2039195,8.8,0
118,2.260798,-0.1976908,8.8,0
119,2.281135,-0.1894332,8.8,0
120,2.306468,-0.1807043,8.8,0
121,2.329932,-0.176869,8.8,0
122,2.359011,-0.1696814,8.8,0
123,2.389516,-0.1642157,8.8,0
124,2.418277,-0.1572369,8.8,0
125,2.443623,-0.1531123,8.8,0
126,2.46964,-0.1484607,8.8,0
127,2.498539,-0.1437971,8.8,0
128,2.527528,-0.141545,8.8,0
129,2.553812,-0.1389174,8.8,0
130,2.581922,-0.1368821,8.8,0
131,2.609424,-0.1350012,8.8,0
132,2.638805,-0.1327002,8.8,0
133,2.670441,-0.1331129,8.8,0
134,2.703328,-0.1341437,8.8,0
135,2.733485,-0.1385414,8.8,0
136,2.762087,-0.1432211,8.8,0
137,2.789828,-0.1478638,8.8,0
138,2.821596,-0.1547237,8.8,0
139,2.854205,-0.159744,8.8,0
140,2.882948,-0.1632066,8.8,0
141,2.909094,-0.1687358,8.8,0
142,2.937861,-0.1729845,8.8,0
143,2.973289,-0.1784071,8.8,0
144,3.008202,-0.1847917,8.8,0
145,3.043306,-0.1887345,8.8,0
146,3.07241,-0.192687,8.8,0
147,3.099879,-0.1949316,8.8,0
148,3.124282,-0.19945,8.8,0
149,3.149298,-0.1979569,8.8,0
150,3.175313,-0.1993539,8.8,0
151,3.200621,-0.1997129,8.8,0
152,3.227489,-0.1996752,8.8,0
153,3.251485,-0.1950933,8.8,0
154,3.280602,-0.1964317,8.8,0
155,3.307738,-0.1962496,8.8,0
156,3.334777,-0.1935433,8.8,0
157,3.362835,-0.1902549,8.8,0
158,3.390081,-0.1895874,8.8,0
159,3.414741,-0.1912751,8.8,0
160,3.436881,-0.1934033,8.8,0
161,3.463227,-0.1933658,8.8,0
162,3.487343,-0.189731,8.8,0
163,3.510279,-0.1847409,8.8,0
164,3.53233,-0.1805631,8.8,0
165,3.559516,-0.1758559,8.8,0
166,3.592357,-0.1707665,8.8,0
167,3.625504,-0.1662056,8.8,0
168,3.655961,-0.1617648,8.8,0
169,3.68537,-0.1594882,8.8,0
170,3.71507,-0.1560965,8.8,0
171,3.74286,-0.1535259,8.8,0
172,3.769434,-0.1475843,8.8,0
173,3.797491,-0.1427,8.8,0
174,3.822613,-0.136499,8.8,0
175,3.845829,-0.126915,8.8,0
176,3.872576,-0.1180034,8.8,0
177,3.900497,-0.1125754,8.8,0
178,3.927803,-0.1048784,8.8,0
179,3.954461,-0.09703352,8.8,0
180,3.985087,-0.0932059,8.8,0
181,4.019364,-0.0928634,8.8,0
182,4.049708,-0.09215935,8.8,0
183,4.077712,-0.08991168,8.8,0
184,4.107537,-0.08718247,8.8,0
185,4.138134,-0.08851527,8.8,0
186,4.170014,-0.08869991,8.8,0
187,4.203358,-0.08893436,8.8,0
188,4.234298,-0.08990947,8.8,0
189,4.264253,-0.09135246,8.8,0
190,4.296687,-0.09480882,8.8,0
191,4.322496,-0.09586063,8.8,0
192,4.351959,-0.09759149,8.8,0
193,4.387978,-0.0987189,8.8,0
194,4.421116,-0.1026895,8.8,0
195,4.45299,-0.1093502,8.8,0
196,4.485446,-0.1171567,8.8,0
197,4.510577,-0.119473,8.8,0
198,4.544354,-0.1236786,8.8,0
199,4.57378,-0.1282564,8.8,0
200,4.60451,-0.1276404,8.8,0
201,4.637111,-0.1270768,8.8,0
202,4.660087,-0.1283089,8.8,0
203,4.687143,-0.1254943,8.8,0
204,4.707046,-0.1257014,8.8,0
205,4.728872,-0.1233391,8.8,0
206,4.753841,-0.1208706,8.8,0
207,4.780012,-0.1183441,8.8,0
208,4.797952,-0.1126446,8.8,0
209,4.819745,-0.1078973,8.8,0
210,4.843699,-0.1000972,8.8,0
211,4.871619,-0.09406015,8.8,0
212,4.901123,-0.09220261,8.8,0
213,4.928263,-0.08831534,8.8,0
214,4.954022,-0.08306842,8.8,0
215,4.97757,-0.07676953,8.8,0
216,5.00773,-0.07052249,8.8,0
217,5.037167,-0.0661455,8.8,0
218,5.061052,-0.06104273,8.8,0
219,5.091946,-0.0559296,8.8,0
220,5.120067,-0.05173729,8.8,0
221,5.144205,-0.04616668,8.8,0
222,5.170011,-0.04191492,8.8,0
223,5.189382,-0.0394819,8.8,0
224,5.213381,-0.03479165,8.8,0
225,5.236316,-0.02873549,8.8,0
226,5.256717,-0.02462162,8.8,0
227,5.283699,-0.01777839,8.8,0
228,5.311425,-0.01151336,8.8,0
229,5.337364,-0.001471082,8.8,0
230,5.357955,0.006052186,8.8,0
231,5.381389,0.01541413,8.8,0
232,5.404628,0.02440426,8.8,0
233,5.421726,0.02960509,8.8,0
234,5.439167,0.0330211,8.8,0
235,5.458189,0.03660808,8.8,0
236,5.477678,0.03535738,8.8,0
237,5.501285,0.03547207,8.8,0
238,5.527848,0.03568679,8.8,0
239,5.55529,0.03514732,8.8,0
240,5.582123,0.03274899,8.8,0
241,5.612587,0.02547673,8.8,0
242,5.641815,0.02029843,8.8,0
243,5.663218,0.01794832,8.8,0
244,5.689038,0.0136933,8.8,0
245,5.721685,0.007611439,8.8,0
246,5.747928,0.0008965707,8.8,0
247,5.78195,-0.007052536,8.8,0
248,5.808693,-0.01230346,8.8,0
249,5.836513,-0.02082544,8.8,0
250,5.859014,-0.02547644,8.8,0
251,5.883846,-0.0304573,8.8,0
252,5.913808,-0.03845,8.8,0
253,5.945232,-0.0452098,8.8,0
254,5.975769,-0.05091576,8.8,0
255,6.001551,-0.05649399,8.8,0
256,6.020918,-0.05959437,8.8,0
257,6.043207,-0.06297144,8.8,0
258,6.063443,-0.06634039,8.8,0
259,6.077896,-0.06697486,8.8,0
260,6.09633,-0.06923895,8.8,0
261,6.118393,-0.07175289,8.8,0
262,6.141272,-0.07563215,8.8,0
263,6.1616,-0.07793466,8.8,0
264,6.185071,-0.0792754,8.8,0
265,6.204813,-0.07986055,8.8,0
266,6.223697,-0.08031399,8.8,0
267,6.245374,-0.08063257,8.8,0
268,6.267551,-0.08085434,8.8,0
269,6.294619,-0.07929499,8.8,0
270,6.325147,-0.07499792,8.8,0
271,6.34996,-0.07071588,8.8,0
272,6.370759,-0.06793204,8.8,0
273,6.391787,-0.0656734,8.8,0
274,6.412711,-0.06271499,8.8,0
275,6.434421,-0.06160166,8.8,0
276,6.456234,-0.06020614,8.8,0
277,6.47828,-0.05765012,8.8,0
278,6.501574,-0.05742322,8.8,0
279,6.527167,-0.05517765,8.8,0
280,6.550008,-0.051434,8.8,0
281,6.566795,-0.04692175,8.8,0
282,6.585394,-0.04132319,8.8,0
283,6.599986,-0.03669024,8.8,0
284,6.616517,-0.03081342,8.8,0
285,6.638701,-0.02441422,8.8,0
286,6.660725,-0.01826568,8.8,0
287,6.686003,-0.01256332,8.8,0
288,6.711982,-0.00874529,8.8,0
289,6.73851,-0.01055492,8.8,0
290,6.760304,-0.01241173,8.8,0
291,6.777655,-0.01223345,8.8,0
292,6.798048,-0.0119122,8.8,0
293,6.821158,-0.01369607,8.8,0
294,6.848712,-0.01709735,8.8,0
295,6.878676,-0.01856604,8.8,0
296,6.905559,-0.02173285,8.8,0
297,6.924247,-0.02470025,8.8,0
298,6.946672,-0.02993537,8.8,0
299,6.972672,-0.03801064,8.8,0
300,6.999307,-0.04428652,8.8,0
301,7.028233,-0.0498369,8.8,0
302,7.055717,-0.05569008,8.8,0
303,7.081553,-0.0611966,8.8,0
304,7.109377,-0.06830923,8.8,0
305,7.139757,-0.07786296,8.8,0
306,7.168637,-0.08737021,8.8,0
307,7.194149,-0.09510704,8.8,0
308,7.223207,-0.1020914,8.8,0
309,7.244297,-0.1029447,8.8,0
310,7.269283,-0.1070395,8.8,0
311,7.292411,-0.1095746,8.8,0
312,7.315812,-0.1117888,8.8,0
313,7.336185,-0.110861,8.8,0
314,7.357206,-0.1110398,8.8,0
315,7.371553,-0.1116226,8.8,0
316,7.389597,-0.1109011,8.8,0
317,7.407864,-0.11018,8.8,0
318,7.425293,-0.1138594,8.8,0
319,7.444696,-0.116181,8.8,0
320,7.466402,-0.1173468,8.8,0
321,7.494615,-0.1181733,8.8,0
322,7.518474,-0.1185221,8.8,0
323,7.542993,-0.1141794,8.8,0
324,7.567619,-0.1112021,8.8,0
325,7.592457,-0.1087358,8.8,0
326,7.61669,-0.106588,8.8,0
327,7.643641,-0.1030844,8.8,0
328,7.665725,-0.1010581,8.8,0
329,7.6919,-0.09763387,8.8,0
330,7.721401,-0.09123562,8.8,0
331,7.74576,-0.08689921,8.8,0
