Step,Hip_X,Hip_Z,Target_X,Target_Z
0,0.9908987,-1.028984,11,0
1,0.9894738,-1.028986,11,0
2,0.9884038,-1.028987,11,0
3,0.9876637,-1.028984,11,0
4,0.9877413,-1.028978,11,0
5,0.98818,-1.028976,11,0
6,0.9884909,-1.028976,11,0
7,0.98854,-1.028979,11,0
8,0.9882463,-1.028972,11,0
9,0.9873101,-1.028986,11,0
10,0.9856128,-1.028984,11,0
11,0.9850579,-1.028994,11,0
12,0.9857654,-1.028987,11,0
13,0.9870905,-1.028974,11,0
14,0.9889226,-1.028978,11,0
15,0.9905821,-1.028987,11,0
16,0.9924443,-1.028982,11,0
17,0.9951478,-1.028984,11,0
18,0.9982671,-1.028982,11,0
19,1.001461,-1.028988,11,0
20,1.004707,-1.028978,11,0
21,1.007287,-1.028973,11,0
22,1.009171,-1.028983,11,0
23,1.011284,-1.028998,11,0
24,1.013134,-1.028937,11,0
25,1.014744,-1.028944,11,0
26,1.016008,-1.029019,11,0
27,1.017039,-1.028986,11,0
28,1.018192,-1.028976,11,0
29,1.01939,-1.028982,11,0
30,1.020216,-1.028997,11,0
31,1.021014,-1.02898,11,0
32,1.021389,-1.028983,11,0
33,1.021587,-1.028977,11,0
34,1.021741,-1.028981,11,0
35,1.021966,-1.028977,11,0
36,1.022317,-1.028975,11,0
37,1.023014,-1.029007,11,0
38,1.023857,-1.029015,11,0
39,1.024221,-1.028807,11,0
40,1.023932,-1.028951,11,0
41,1.022185,-1.029007,11,0
42,1.019839,-1.028982,11,0
43,1.017911,-1.02898,11,0
44,1.015855,-1.028982,11,0
45,1.01355,-1.028996,11,0
46,1.010625,-1.029001,11,0
47,1.007117,-1.029045,11,0
48,1.003386,-1.028908,11,0
49,1.000119,-1.028855,11,0
50,0.9974507,-1.029072,11,0
51,0.9948616,-1.02898,11,0
52,0.9931597,-1.029007,11,0
53,0.9919204,-1.028986,11,0
54,0.9904512,-1.028985,11,0
55,0.9891354,-1.028983,11,0
56,0.9881294,-1.02899,11,0
57,0.9875925,-1.028975,11,0
58,0.9878797,-1.028982,11,0
59,0.9882757,-1.028971,11,0
60,0.9885482,-1.02898,11,0
61,0.988493,-1.028975,11,0
62,0.9880602,-1.028975,11,0
63,0.9868154,-1.028987,11,0
64,0.9852541,-1.028984,11,0
65,0.985177,-1.028995,11,0
66,0.9860898,-1.028982,11,0
67,0.9876141,-1.028973,11,0
68,0.9894448,-1.02898,11,0
69,0.9910735,-1.028987,11,0
70,0.9931581,-1.028981,11,0
71,0.9960651,-1.028985,11,0
72,0.9991943,-1.028982,11,0
73,1.002432,-1.02899,11,0
74,1.005592,-1.028974,11,0
75,1.007842,-1.02898,11,0
76,1.009781,-1.028991,11,0
77,1.011886,-1.02899,11,0
78,1.013632,-1.028917,11,0
79,1.015168,-1.028978,11,0
80,1.016315,-1.029014,11,0
81,1.017372,-1.028979,11,0
82,1.018545,-1.02898,11,0
83,1.019612,-1.028988,11,0
84,1.020483,-1.028995,11,0
85,1.021166,-1.028978,11,0
86,1.021448,-1.028985,11,0
87,1.021636,-1.028976,11,0
88,1.021796,-1.028982,11,0
89,1.022046,-1.028974,11,0
90,1.022476,-1.028979,11,0
91,1.02329,-1.029022,11,0
92,1.023997,-1.028979,11,0
93,1.024248,-1.028782,11,0
94,1.023586,-1.028988,11,0
95,1.021468,-1.028999,11,0
96,1.019252,-1.028982,11,0
97,1.017337,-1.028979,11,0
98,1.015202,-1.028986,11,0
99,1.012769,-1.028995,11,0
100,1.009634,-1.029055,11,0
101,1.006027,-1.028902,11,0
102,1.002324,-1.028831,11,0
103,0.9993187,-1.028949,11,0
104,0.9966418,-1.029055,11,0
105,0.9942508,-1.028985,11,0
106,0.9927875,-1.029003,11,0
107,0.9915071,-1.028984,11,0
108,0.9900178,-1.028986,11,0
109,0.9888196,-1.028983,11,0
110,0.9878938,-1.02899,11,0
111,0.9876107,-1.028974,11,0
112,0.9880242,-1.028983,11,0
113,0.9883738,-1.028971,11,0
114,0.9885712,-1.028982,11,0
115,0.9884175,-1.028972,11,0
116,0.9878139,-1.02898,11,0
117,0.986284,-1.028986,11,0
118,0.9850716,-1.028989,11,0
119,0.9853819,-1.028993,11,0
120,0.9864572,-1.028978,11,0
121,0.9881644,-1.028974,11,0
122,0.9899313,-1.028984,11,0
123,0.9916057,-1.028985,11,0
124,0.993953,-1.028982,11,0
125,0.9969991,-1.028984,11,0
126,1.00014,-1.028983,11,0
127,1.003404,-1.028988,11,0
128,1.006382,-1.028972,11,0
129,1.008378,-1.028982,11,0
130,1.010413,-1.028998,11,0
131,1.012427,-1.028976,11,0
132,1.014114,-1.028916,11,0
133,1.015549,-1.029007,11,0
134,1.016614,-1.029002,11,0
135,1.017714,-1.028975,11,0
136,1.018901,-1.028984,11,0
137,1.019853,-1.028994,11,0
138,1.020733,-1.02899,11,0
139,1.02128,-1.028979,11,0
140,1.021503,-1.028983,11,0
141,1.021679,-1.028978,11,0
142,1.021865,-1.028981,11,0
143,1.022143,-1.028973,11,0
144,1.022669,-1.028987,11,0
145,1.023556,-1.02903,11,0
146,1.024101,-1.028919,11,0
147,1.024186,-1.028867,11,0
148,1.023075,-1.029005,11,0
149,1.020747,-1.028989,11,0
150,1.018684,-1.028981,11,0
151,1.016737,-1.028979,11,0
152,1.014531,-1.028991,11,0
153,1.011914,-1.028987,11,0
154,1.008597,-1.029094,11,0
155,1.004912,-1.028983,11,0
156,1.001337,-1.028798,11,0
157,0.9985503,-1.029035,11,0
158,0.995854,-1.02902,11,0
159,0.9937424,-1.029001,11,0
160,0.9924309,-1.028996,11,0
161,0.9910671,-1.028984,11,0
162,0.9896144,-1.028986,11,0
163,0.9885139,-1.028986,11,0
164,0.9877133,-1.028986,11,0
165,0.9876965,-1.028976,11,0
166,0.9881457,-1.028979,11,0
167,0.9884623,-1.028974,11,0
168,0.9885529,-1.02898,11,0
169,0.9883019,-1.028971,11,0
170,0.9874732,-1.028985,11,0
171,0.9857811,-1.028984,11,0
172,0.9850395,-1.028993,11,0
173,0.9856516,-1.028989,11,0
174,0.9869056,-1.028975,11,0
175,0.9887183,-1.028977,11,0
176,0.9904036,-1.028987,11,0
177,0.9922003,-1.028983,11,0
178,0.9948122,-1.028984,11,0
179,0.9979246,-1.028983,11,0
180,1.001099,-1.028987,11,0
181,1.004358,-1.02898,11,0
182,1.007059,-1.028972,11,0
183,1.00895,-1.028981,11,0
184,1.011049,-1.028999,11,0
185,1.012943,-1.028948,11,0
186,1.014577,-1.028934,11,0
187,1.015889,-1.029019,11,0
188,1.01692,-1.028991,11,0
189,1.018061,-1.028975,11,0
190,1.019257,-1.028984,11,0
191,1.020115,-1.028997,11,0
192,1.020946,-1.028983,11,0
193,1.021363,-1.028982,11,0
194,1.021566,-1.028978,11,0
195,1.021723,-1.02898,11,0
196,1.021938,-1.028978,11,0
197,1.022264,-1.028974,11,0
198,1.022914,-1.029001,11,0
199,1.023786,-1.029023,11,0
200,1.024194,-1.028841,11,0
201,1.024024,-1.028932,11,0
202,1.022443,-1.029008,11,0
203,1.020071,-1.028983,11,0
204,1.018123,-1.02898,11,0
205,1.0161,-1.02898,11,0
206,1.013827,-1.028995,11,0
207,1.010986,-1.028987,11,0
208,1.007525,-1.029075,11,0
209,1.003799,-1.028938,11,0
210,1.000437,-1.028829,11,0
211,0.9977545,-1.02907,11,0
212,0.9951179,-1.028987,11,0
213,0.9933085,-1.029007,11,0
214,0.9920651,-1.028988,11,0
215,0.9906185,-1.028985,11,0
216,0.9892561,-1.028984,11,0
217,0.9882286,-1.028989,11,0
218,0.9876079,-1.028978,11,0
219,0.9878255,-1.028981,11,0
220,0.9882388,-1.028972,11,0
221,0.9885302,-1.028979,11,0
222,0.9885134,-1.028976,11,0
223,0.9881366,-1.028973,11,0
224,0.9870088,-1.028987,11,0
225,0.985371,-1.028984,-11,0
226,0.9851212,-1.028995,-11,0
227,0.9859651,-1.028984,-11,0
228,0.9874131,-1.028973,-11,0
229,0.9892532,-1.028979,-11,0
230,0.9908855,-1.028987,-11,0
231,0.9928796,-1.028981,-11,0
232,0.9957174,-1.028985,-11,0
233,0.9988438,-1.028982,-11,0
234,1.002067,-1.02899,-11,0
235,1.005269,-1.028975,-11,0
236,1.00764,-1.028977,-11,0
237,1.009549,-1.028988,-11,0
238,1.011666,-1.028994,-11,0
239,1.013446,-1.028923,-11,0
240,1.015013,-1.028965,-11,0
241,1.016201,-1.029017,-11,0
242,1.017245,-1.028982,-11,0
243,1.018412,-1.028978,-11,0
244,1.01953,-1.028986,-11,0
245,1.020383,-1.028996,-11,0
246,1.021113,-1.028978,-11,0
247,1.021427,-1.028984,-11,0
248,1.021618,-1.028976,-11,0
249,1.021774,-1.028982,-11,0
250,1.022014,-1.028975,-11,0
251,1.022413,-1.028978,-11,0
252,1.023186,-1.029017,-11,0
253,1.023954,-1.028996,-11,0
254,1.02425,-1.028746,-11,0
255,1.023736,-1.028976,-11,0
256,1.02174,-1.029003,-11,0
257,1.019469,-1.028982,-11,0
258,1.017555,-1.028979,-11,0
259,1.015448,-1.028984,-11,0
260,1.01307,-1.028996,-11,0
261,1.010012,-1.029034,-11,0
262,1.006437,-1.028959,-11,0
263,1.002715,-1.028857,-11,0
264,0.9996123,-1.028911,-11,0
265,0.9969445,-1.029064,-11,0
266,0.9944667,-1.028978,-11,0
267,0.9929242,-1.029005,-11,0
268,0.9916664,-1.028985,-11,0
269,0.9901779,-1.028986,-11,0
270,0.9889375,-1.028982,-11,0
271,0.9879768,-1.02899,-11,0
